Datetime,Open,High,Low,Close,Adj Close,Volume
2020-04-30 14:30:00-04:00,178.35000610351562,178.5500030517578,177.55999755859375,177.76170349121094,177.76170349121094,721735
2020-04-30 14:45:00-04:00,177.75,178.0800018310547,177.36000061035156,177.5399932861328,177.5399932861328,944099
2020-04-30 15:00:00-04:00,177.5500030517578,178.0,177.4199981689453,177.86000061035156,177.86000061035156,1018383
2020-04-30 15:15:00-04:00,177.8800048828125,178.80999755859375,177.86000061035156,178.57200622558594,178.57200622558594,1355424
2020-04-30 15:30:00-04:00,178.5749969482422,178.7259979248047,177.86000061035156,178.24929809570312,178.24929809570312,1313925
2020-04-30 15:45:00-04:00,178.24290466308594,179.19000244140625,177.96380615234375,179.14500427246094,179.14500427246094,3559440
2020-05-01 09:30:00-04:00,175.7899932861328,177.27999877929688,175.6199951171875,176.30020141601562,176.30020141601562,3661003
2020-05-01 09:45:00-04:00,176.3000030517578,177.8300018310547,176.3000030517578,177.5854949951172,177.5854949951172,1800595
2020-05-01 10:00:00-04:00,177.6300048828125,178.48500061035156,177.42999267578125,177.72500610351562,177.72500610351562,1827748
2020-05-01 10:15:00-04:00,177.7299041748047,177.72999572753906,176.80999755859375,177.41000366210938,177.41000366210938,1423335
2020-05-01 10:30:00-04:00,177.41400146484375,177.88999938964844,177.1300048828125,177.67999267578125,177.67999267578125,1047492
2020-05-01 10:45:00-04:00,177.67799377441406,178.63999938964844,177.47999572753906,178.2449951171875,178.2449951171875,1542462
2020-05-01 11:00:00-04:00,177.89830017089844,177.90989685058594,177.3800048828125,177.86000061035156,177.86000061035156,1051960
2020-05-01 11:15:00-04:00,177.85499572753906,177.8582000732422,176.9219970703125,177.07000732421875,177.07000732421875,968815
2020-05-01 11:30:00-04:00,177.05999755859375,177.27000427246094,176.72000122070312,177.02000427246094,177.02000427246094,938479
2020-05-01 11:45:00-04:00,177.02999877929688,177.02999877929688,176.16250610351562,176.30999755859375,176.30999755859375,1172307
2020-05-01 12:00:00-04:00,176.3000030517578,176.3000030517578,175.6302032470703,176.02000427246094,176.02000427246094,1218929
2020-05-01 12:15:00-04:00,176.00010681152344,176.32000732421875,175.82000732421875,175.8625030517578,175.8625030517578,1044150
2020-05-01 12:30:00-04:00,175.8800048828125,176.1300048828125,174.89999389648438,175.08999633789062,175.08999633789062,1387827
2020-05-01 12:45:00-04:00,175.0944061279297,175.39999389648438,175.0399932861328,175.15989685058594,175.15989685058594,801318
2020-05-01 13:00:00-04:00,175.16000366210938,175.5,174.8300018310547,174.86000061035156,174.86000061035156,838904
2020-05-01 13:15:00-04:00,174.8699951171875,175.0800018310547,174.49000549316406,175.0399932861328,175.0399932861328,959007
2020-05-01 13:30:00-04:00,175.0399932861328,175.08999633789062,174.62989807128906,174.75999450683594,174.75999450683594,713135
2020-05-01 13:45:00-04:00,174.7655029296875,174.89999389648438,174.4499969482422,174.71499633789062,174.71499633789062,812361
2020-05-01 14:00:00-04:00,174.72000122070312,174.94000244140625,174.4199981689453,174.52499389648438,174.52499389648438,930161
2020-05-01 14:15:00-04:00,174.52999877929688,175.1300048828125,174.52999877929688,175.10000610351562,175.10000610351562,1025038
2020-05-01 14:30:00-04:00,175.08999633789062,175.11000061035156,174.69000244140625,174.86000061035156,174.86000061035156,1001092
2020-05-01 14:45:00-04:00,174.85000610351562,175.38999938964844,174.77029418945312,175.30999755859375,175.30999755859375,853572
2020-05-01 15:00:00-04:00,175.32000732421875,175.9199981689453,175.14999389648438,175.85000610351562,175.85000610351562,1253295
2020-05-01 15:15:00-04:00,175.85000610351562,176.1199951171875,175.10000610351562,175.26300048828125,175.26300048828125,1258707
2020-05-01 15:30:00-04:00,175.25999450683594,175.45590209960938,174.8800048828125,175.11990356445312,175.11990356445312,1269701
2020-05-01 15:45:00-04:00,175.11000061035156,175.33999633789062,174.00999450683594,174.66000366210938,174.66000366210938,3635127
2020-05-04 09:30:00-04:00,174.49000549316406,175.24000549316406,173.8000030517578,175.0500030517578,175.0500030517578,2860819
2020-05-04 09:45:00-04:00,175.0500030517578,176.24000549316406,174.8800048828125,176.13999938964844,176.13999938964844,1717229
2020-05-04 10:00:00-04:00,176.16000366210938,177.1699981689453,176.1300048828125,176.67999267578125,176.67999267578125,1596435
2020-05-04 10:15:00-04:00,176.68679809570312,177.08470153808594,176.52000427246094,176.7100067138672,176.7100067138672,1127749
2020-05-04 10:30:00-04:00,176.6199951171875,177.39999389648438,176.60000610351562,177.36090087890625,177.36090087890625,1038996
2020-05-04 10:45:00-04:00,177.36500549316406,177.5299072265625,176.7801971435547,177.03500366210938,177.03500366210938,972732
2020-05-04 11:00:00-04:00,177.22000122070312,177.97999572753906,177.1750030517578,177.80999755859375,177.80999755859375,1130373
2020-05-04 11:15:00-04:00,177.81100463867188,178.0,177.2205047607422,177.25,177.25,850467
2020-05-04 11:30:00-04:00,177.25,178.0,177.25,177.97500610351562,177.97500610351562,701535
2020-05-04 11:45:00-04:00,177.97000122070312,178.0749969482422,177.6199951171875,177.7220001220703,177.7220001220703,826065
2020-05-04 12:00:00-04:00,177.72999572753906,177.9694061279297,177.32020568847656,177.4499969482422,177.4499969482422,674514
2020-05-04 12:15:00-04:00,177.4600067138672,177.75,177.3699951171875,177.57000732421875,177.57000732421875,576340
2020-05-04 12:30:00-04:00,177.5800018310547,177.6199951171875,176.74000549316406,176.9199981689453,176.9199981689453,702344
2020-05-04 12:45:00-04:00,176.9199981689453,177.125,176.6300048828125,176.94000244140625,176.94000244140625,961787
2020-05-04 13:00:00-04:00,176.93499755859375,177.39990234375,176.7100067138672,176.8699951171875,176.8699951171875,880469
2020-05-04 13:15:00-04:00,176.85000610351562,177.03990173339844,176.36000061035156,176.9199981689453,176.9199981689453,796831
2020-05-04 13:30:00-04:00,176.92999267578125,177.17999267578125,176.9199981689453,177.0500030517578,177.0500030517578,506134
2020-05-04 13:45:00-04:00,177.0500030517578,177.7760009765625,177.0,177.75,177.75,674055
2020-05-04 14:00:00-04:00,177.74000549316406,177.8000030517578,177.32000732421875,177.59500122070312,177.59500122070312,676075
2020-05-04 14:15:00-04:00,177.60150146484375,177.6199951171875,177.19760131835938,177.3249969482422,177.3249969482422,610739
2020-05-04 14:30:00-04:00,177.32000732421875,177.55999755859375,177.02000427246094,177.25999450683594,177.25999450683594,600278
2020-05-04 14:45:00-04:00,177.25,178.25,177.22999572753906,178.1300048828125,178.1300048828125,1147557
2020-05-04 15:00:00-04:00,178.1199951171875,178.5,178.0,178.4600067138672,178.4600067138672,917476
2020-05-04 15:15:00-04:00,178.4600067138672,178.7100067138672,178.20989990234375,178.5,178.5,1023256
2020-05-04 15:30:00-04:00,178.5,178.6300048828125,178.25,178.55999755859375,178.55999755859375,1075013
2020-05-04 15:45:00-04:00,178.56500244140625,179.0,178.33999633789062,178.85000610351562,178.85000610351562,2540905
2020-05-05 09:30:00-04:00,180.6199951171875,181.5,180.02999877929688,181.47999572753906,181.47999572753906,4249153
2020-05-05 09:45:00-04:00,181.49000549316406,181.75,181.16000366210938,181.39999389648438,181.39999389648438,1944350
2020-05-05 10:00:00-04:00,181.41000366210938,181.66000366210938,181.00999450683594,181.1199951171875,181.1199951171875,1484241
2020-05-05 10:15:00-04:00,181.11500549316406,181.85000610351562,181.00999450683594,181.60000610351562,181.60000610351562,1317562
2020-05-05 10:30:00-04:00,181.58999633789062,181.7899932861328,181.3000030517578,181.64999389648438,181.64999389648438,1080380
2020-05-05 10:45:00-04:00,181.6699981689453,181.7550048828125,181.44000244140625,181.510498046875,181.510498046875,851425
2020-05-05 11:00:00-04:00,181.52999877929688,181.5988006591797,181.22000122070312,181.46890258789062,181.46890258789062,835480
2020-05-05 11:15:00-04:00,181.46499633789062,182.0,181.4499969482422,181.86000061035156,181.86000061035156,1244853
2020-05-05 11:30:00-04:00,181.8621063232422,181.89999389648438,181.5,181.86000061035156,181.86000061035156,809628
2020-05-05 11:45:00-04:00,181.85000610351562,182.3292999267578,181.80999755859375,182.31500244140625,182.31500244140625,1368349
2020-05-05 12:00:00-04:00,182.3101043701172,182.67999267578125,182.3000030517578,182.4499969482422,182.4499969482422,1266555
2020-05-05 12:15:00-04:00,182.4550018310547,182.6199951171875,182.0500030517578,182.0800018310547,182.0800018310547,889299
2020-05-05 12:30:00-04:00,182.08999633789062,182.58999633789062,182.07850646972656,182.3800048828125,182.3800048828125,697411
2020-05-05 12:45:00-04:00,182.38999938964844,182.74000549316406,182.3800048828125,182.4199981689453,182.4199981689453,734890
2020-05-05 13:00:00-04:00,182.4149932861328,182.58999633789062,182.3300018310547,182.52999877929688,182.52999877929688,698172
2020-05-05 13:15:00-04:00,182.52000427246094,182.8249969482422,182.38999938964844,182.73989868164062,182.73989868164062,733885
2020-05-05 13:30:00-04:00,182.73500061035156,182.8800048828125,182.6750030517578,182.8092041015625,182.8092041015625,588347
2020-05-05 13:45:00-04:00,182.80990600585938,183.14999389648438,182.7899932861328,183.14999389648438,183.14999389648438,945492
2020-05-05 14:00:00-04:00,183.13999938964844,183.13999938964844,182.7899932861328,183.0998992919922,183.0998992919922,804597
2020-05-05 14:15:00-04:00,183.08999633789062,183.44000244140625,183.0,183.43850708007812,183.43850708007812,750994
2020-05-05 14:30:00-04:00,183.44000244140625,183.47999572753906,183.0301055908203,183.2613067626953,183.2613067626953,821554
2020-05-05 14:45:00-04:00,183.26499938964844,183.6300048828125,183.11000061035156,183.60000610351562,183.60000610351562,829844
